web-scraper-order,web-scraper-start-url,piece_link,piece_link-href,details,etat,adresse,prix,image-src
"1750854521-175","https://www.expat-dakar.com/equipements-pieces?page=13","Batery aouto
                                Neuf
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        19. avr., 17:49
                                    
                    40 000 F Cfa
                        
                        775366491","https://www.expat-dakar.com/annonce/batery-aouto-6341543","Détails","Neuf","Hlm grand-yoff
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/72bd02b41a4ad6751db5c4a795605500/-/horizon-files-prod/ed/picture/qzv8v5rg/d942ad5da1710f9cc7c6d9073c2478558614672e.jpg"
"1750854536-176","https://www.expat-dakar.com/equipements-pieces?page=13","Gps Tracker Géolocalisation
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        19. avr., 18:53
                                    
                    40 000 F Cfa
                        
                        773853240","https://www.expat-dakar.com/annonce/gps-tracker-geolocalisation-2734823","Détails","Neuf","Ouakam
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9beb88deb869ffa518ae35609cf1dc4/-/horizon-files-prod/ed/picture/migrated/qm0j529/09e8d7e8562a17b34f0d50f9e7e3b42863d46aef.jpg"
"1750854542-177","https://www.expat-dakar.com/equipements-pieces?page=13","Vends équipement moto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        20. avr., 12:11
                                    
                    180 000 F Cfa
                        
                        774307963","https://www.expat-dakar.com/annonce/vends-equipement-moto-6341691","Détails","Neuf","Plateau
            
                Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f51c1192510ee8db3ce314ee34370f0/-/horizon-files-prod/ed/picture/q0gkg0v6/e8b68fb2ed41eccad650f25e0b518e6333c2ebdf.jpg"
"1750854551-178","https://www.expat-dakar.com/equipements-pieces?page=13","Souffleur et Aspirateur d'air électrique rechargeable 2 en 1
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        20. avr., 18:55
                                    
                    25 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/souffleur-et-aspirateur-dair-electrique-rechargeable-2-en-1-6195893","Détails","Neuf","Castor
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68d90263c64f6c306b2b686637b6e617/-/horizon-files-prod/ed/picture/qngpwmwz/dbaa3fbe20fddc810fe09eac3f4d564c7af470b8.jpg"
"1750854555-179","https://www.expat-dakar.com/equipements-pieces?page=13","battery 🔋 pile
                                Neuf
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        21. avr., 00:38
                                    
                    3 000 F Cfa
                        
                        775573199
                    
                        775573199
                    
                        338686474","https://www.expat-dakar.com/annonce/battery-pile-5895979","Détails","Neuf","Dieuppeul
            
                Dakar","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7819de1910c6a59b4d7ff3852713748/-/horizon-files-prod/ed/picture/qgq99req/c1e4bd3dfe6112cae54e0b6b20864a415198b666.jpg"
"1750854559-180","https://www.expat-dakar.com/equipements-pieces?page=13","Casque Vega Blaze
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        21. avr., 11:35
                                    
                    19 500 F Cfa
                        
                        764316990","https://www.expat-dakar.com/annonce/casque-vega-blaze-6342568","","Neuf","Castor
            
                Dakar","19 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/27c68a9c44e394083d79d818d89cbf22/-/horizon-files-prod/ed/picture/qv4d4vx5/0176c69c2bfbc5b03f22529b7f6d678e2ec87b63.jpg"
"1750854566-181","https://www.expat-dakar.com/equipements-pieces?page=12","Casque Moto Intégral Modulable
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        21. avr., 11:38
                                    
                    35 000 F Cfa
                        
                        764316990","https://www.expat-dakar.com/annonce/casque-moto-integral-modulable-6342573","","Neuf","Castor
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/662df5733810d9caae41bf498ac69f1f/-/horizon-files-prod/ed/picture/qq4z4xge/398a6b099879976416dbbf243e2bc7b458113f53.jpg"
"1750854569-182","https://www.expat-dakar.com/equipements-pieces?page=12","Casque Moto Vega Jet
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        21. avr., 11:41
                                    
                    22 500 F Cfa
                        
                        764316990","https://www.expat-dakar.com/annonce/casque-moto-vega-jet-6342580","","Neuf","Castor
            
                Dakar","22 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef06362cf82b7c31ea8aad28010f434f/-/horizon-files-prod/ed/picture/qkr7rnq5/36dfe660d8b59052b426113f6e310b741c631404.jpg"
"1750854575-183","https://www.expat-dakar.com/equipements-pieces?page=12","Radio auto android
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        22. avr., 00:52
                                    
                    1 F Cfa
                        
                        773806058","https://www.expat-dakar.com/annonce/radio-auto-android-6343001","Détails","Neuf","Plateau
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e32964a874b5f17a66528f2edea2654/-/horizon-files-prod/ed/picture/q78j8q0j/36ede3a3a704e5b577ceb4fc4a078a0aadefb80d.jpg"
"1750854580-184","https://www.expat-dakar.com/equipements-pieces?page=12","Pièces Land Cruiser 200
                                D'occasion
                                                                                    Ngaparou,
                                                                                Thiès
                                    
                                        22. avr., 11:57
                                    
                    1 F Cfa
                        
                        774085480","https://www.expat-dakar.com/annonce/pieces-land-cruiser-200-6342889","Détails","D'occasion","Ngaparou
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf99132142925ce8a2006d8160a28f40/-/horizon-files-prod/ed/picture/q78j8q55/8b55938ab665dddcac5a18e9fb5d5304a6e793c5.jpg"
"1750854584-185","https://www.expat-dakar.com/equipements-pieces?page=12","Buite hydrolic hyndai santafe
                                Neuf
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        23. avr., 02:27
                                    
                    1 F Cfa
                        
                        770160613
                    
                        773767014","https://www.expat-dakar.com/annonce/buite-hydrolic-hyndai-santafe-6320186","Détails","Neuf","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ffeabbdc60074e75ba4d000bb60971d/-/horizon-files-prod/ed/picture/qenvgjrv/6ae9437d8b52c9a6df56879245d3fd75ef342b64.jpg"
"1750854589-186","https://www.expat-dakar.com/equipements-pieces?page=12","Piech originale
                                Neuf
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        23. avr., 09:02
                                    
                    1 F Cfa
                        
                        770160613
                    
                        773767014","https://www.expat-dakar.com/annonce/piech-originale-6344073","Détails","Neuf","Thiès
            
                Thiès","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe3764ebb525b5d89df73b31a39da399/-/horizon-files-prod/ed/picture/qq4z4e8p/653bdd6b250746ec021740b31d98d7133f05e6f7.jpg"
"1750854592-187","https://www.expat-dakar.com/equipements-pieces?page=12","Battery auto disponible en prix engross
                                Neuf
                                                                                    Thiaroye,
                                                                                Dakar
                                    
                                        23. avr., 11:21
                                    
                    32 000 F Cfa
                        
                        773889521","https://www.expat-dakar.com/annonce/battery-auto-disponible-en-prix-engross-6340867","Détails","Neuf","Thiaroye
            
                Dakar","32 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e78ae188bf72b30e92aa4c7acdef3189/-/horizon-files-prod/ed/picture/q78j89nj/a127abeb77e3bd4cc542975b491b6b89b9edef75.jpg"
"1750854596-188","https://www.expat-dakar.com/equipements-pieces?page=12","Parfum voiture en 12ml
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. avr., 12:19
                                    
                        771477528
                    
                        782809292
                    
                        765199187","https://www.expat-dakar.com/annonce/parfum-voiture-en-12ml-6202572","Détails","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f98d7cc9fbb0c22ef3764aa076bc0e65/-/horizon-files-prod/ed/picture/qwepj8rz/399fe78ec90db84216b9a10bfd2e36558a837f1d.jpg"
"1750854599-189","https://www.expat-dakar.com/equipements-pieces?page=12","Housse de voiture de luxe 5 places
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        23. avr., 13:06
                                    
                    60 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/housse-de-voiture-de-luxe-5-places-5082270","Détails","Neuf","Grand-Dakar
            
                Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ae062ace9dd3efaa4ff50180cb9d899/-/horizon-files-prod/ed/picture/q94z565/3bdde9ca8596248a7dce0fa248c41885c7dfbc2d.png"
"1750854602-190","https://www.expat-dakar.com/equipements-pieces?page=12","2 en 1 Aspirateur et souffleur d'air portable sans fil
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        24. avr., 18:47
                                    
                    10 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/2-en-1-aspirateur-et-souffleur-dair-portable-sans-fil-6240510","Détails","Neuf","Castor
            
                Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/136179382b848b6fca9045b0f6e29ee2/-/horizon-files-prod/ed/picture/qrz8mzk4/5c4f70a8fe20f733ebb8fa1e67b0e3e030ad61fd.jpg"
"1750854609-191","https://www.expat-dakar.com/equipements-pieces?page=11","Compresseur d'air portable de gonfleur de pneu sans fil
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        24. avr., 18:51
                                    
                    30 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/compresseur-dair-portable-de-gonfleur-de-pneu-sans-fil-6093318","Détails","Neuf","Castor
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7be9ba6b34e30fe190204762bcfb0b7b/-/horizon-files-prod/ed/picture/qde7r96r/b29419c8024798768638c75f7c68b2f28090f3f9.jpg"
"1750854613-192","https://www.expat-dakar.com/equipements-pieces?page=11","Chargeur 12/24v auto, moto, camion solaire, bateau
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        25. avr., 01:10
                                    
                    24 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/chargeur-1224v-auto-moto-camion-solaire-bateau-6186592","Détails","Neuf","Hann maristes
            
                Dakar","24 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/543fe173c25e8e5540cdd1c0966627b5/-/horizon-files-prod/ed/picture/q9mjg0jv/0bc964e6b1666eb53159da5fdfe3097d8a8932ac.jpg"
"1750854617-193","https://www.expat-dakar.com/equipements-pieces?page=11","Mini aspirateur gonfleur 4 in 1
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. avr., 09:37
                                    
                    25 000 F Cfa
                        
                        776906464","https://www.expat-dakar.com/annonce/mini-aspirateur-gonfleur-4-in-1-2743225","Détails","Neuf","Plateau
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bc11cbba55fcea09561b3eddfdbc8f8/-/horizon-files-prod/ed/picture/migrated/qn72w6x/a1daa125de6742816ed31c8565c71844349cb990.jpg"
"1750854623-194","https://www.expat-dakar.com/equipements-pieces?page=11","Kit Body Toyota Prado 2010-2014-2017 to 2018-2023 Adventure
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        28. avr., 02:32
                                    
                    4 000 000 F Cfa
                        
                        767200917
                    
                        765660441
                    
                        772340054","https://www.expat-dakar.com/annonce/kit-body-toyota-prado-2010-2014-2017-to-2018-2023-adventure-6300759","Détails","Neuf","Ouakam
            
                Dakar","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa5c931dd287b4f93d3c852332d52a81/-/horizon-files-prod/ed/picture/qj4q80jr/a10e439e7015a1ed9e3f67606cc98696b304d6bc.jpg"
"1750854626-195","https://www.expat-dakar.com/equipements-pieces?page=11","Batterie auto AGM
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        28. avr., 09:24
                                    
                    125 000 F Cfa
                        
                        774744969
                    
                        774744969
                    
                        771590768","https://www.expat-dakar.com/annonce/batterie-auto-agm-6348073","","Neuf","Médina
            
                Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9772e10a808d6d78155d42817d4b19f5/-/horizon-files-prod/ed/picture/qq4zd70e/b76aa107f68a111762c1618ee1348f2ec8ecdaf2.jpg"
"1750854629-196","https://www.expat-dakar.com/equipements-pieces?page=11","Démarreur portatif de saut de voiture avec compresseur d'air
                                Neuf
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        30. avr., 14:20
                                    
                    69 999 F Cfa
                        
                        774775454
                    
                        768491818
                    
                        338259501","https://www.expat-dakar.com/annonce/demarreur-portatif-de-saut-de-voiture-avec-compresseur-dair-6216209","Détails","Neuf","Liberte 6
            
                Dakar","69 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e058e92bb8d2fcb87ed7b2df6b1c8ce5/-/horizon-files-prod/ed/picture/q44nmv6e/c1d68cda76ec08ae5f3240fad6698611a81eed45.jpg"
"1750854632-197","https://www.expat-dakar.com/equipements-pieces?page=11","Vente et reparation boite ford
                                Venant
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        30. avr., 15:09
                                    
                    800 000 F Cfa
                        
                        774109149
                    
                        774109149","https://www.expat-dakar.com/annonce/vente-et-reparation-boite-ford-6038771","Détails","Venant","Patte d‘oie
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f3a96980875e335c1e8fb6b00c3b268/-/horizon-files-prod/ed/picture/qngxedek/32fe27bd44e0028d342e7a1719c38f2923c35329.jpg"
"1750854635-198","https://www.expat-dakar.com/equipements-pieces?page=11","Bache original pour camion 23/12.50 mètres
                                D'occasion
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        30. avr., 18:35
                                    
                    600 000 F Cfa
                        
                        779424998","https://www.expat-dakar.com/annonce/bache-original-pour-camion-231250-metres-6351277","Détails","D'occasion","Guediawaye
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b236f4bae1a0e5ce984ddefdf3cf7df/-/horizon-files-prod/ed/picture/qxj86xxq/c1e1b315402b7929238c0f9f649750920661d154.jpg"
"1750854637-199","https://www.expat-dakar.com/equipements-pieces?page=11","Pièces détachées  BMW
                                Neuf
                                                                                    Thiaroye,
                                                                                Dakar
                                    
                                        1. mai, 18:02
                                    
                    50 000 F Cfa
                        
                        785463674","https://www.expat-dakar.com/annonce/pieces-detachees-bmw-6351081","","Neuf","Thiaroye
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/19615e7df9b2ec3095fc037f2fd12bf0/-/horizon-files-prod/ed/picture/qj46j24w/f44f0a4c72d5b7f564fc642162d17011d0024317.jpg"
"1750854640-200","https://www.expat-dakar.com/equipements-pieces?page=11","Vends huile moteur
                                Neuf
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        1. mai, 17:07
                                    
                    45 000 F Cfa
                        
                        776295555
                    
                        338679373","https://www.expat-dakar.com/annonce/vends-huile-moteur-6351762","Détails","Neuf","Mermoz
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2faa39dd679006aae9290b2c80ca55a1/-/horizon-files-prod/ed/picture/qde9w644/c3f2c5c33f9e8f6b7c5a16b5b409a5106b213977.jpg"
"1750854646-201","https://www.expat-dakar.com/equipements-pieces?page=10","Tapis Auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. mai, 15:21
                                    
                        773806058","https://www.expat-dakar.com/annonce/tapis-auto-6352555","","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a16271c34e18719dd9d61260a2649381/-/horizon-files-prod/ed/picture/qxj86n6z/745e37dcc64345d7091da6e404140e4ddc84c192.jpg"
"1750854649-202","https://www.expat-dakar.com/equipements-pieces?page=10","Caisson de Basses Subwoofer
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. mai, 15:27
                                    
                        773806058","https://www.expat-dakar.com/annonce/caisson-de-basses-subwoofer-6352575","","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89ee9c44d5ac2829cf545df555a130b2/-/horizon-files-prod/ed/picture/q445d28p/96cb98bbb9c1b41edec43e4f26edd5ede82278c2.jpg"
"1750854654-203","https://www.expat-dakar.com/equipements-pieces?page=10","Radio Auto Caméra
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. mai, 15:31
                                    
                        773806058","https://www.expat-dakar.com/annonce/radio-auto-camera-6352580","","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8d4e8964e2299af6dca3b28b8872e23/-/horizon-files-prod/ed/picture/qkr75dgn/e8417179a82ab1464bc20e9e4edd6eee607d2902.jpg"
"1750854657-204","https://www.expat-dakar.com/equipements-pieces?page=10","Radio auto android
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. mai, 15:34
                                    
                        773806058","https://www.expat-dakar.com/annonce/radio-auto-android-6342974","Détails","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/300335d54d5510f254431533d00d536b/-/horizon-files-prod/ed/picture/q8vmv8k0/0ec3e19137bcdd60cc388f20c5f84ac170bea550.jpg"
"1750854660-205","https://www.expat-dakar.com/equipements-pieces?page=10","Casque moto double 2 visière
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        5. mai, 15:02
                                    
                    37 500 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casque-moto-double-2-visiere-6354348","Détails","Neuf","Castor
            
                Dakar","37 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d35d0f0fcf1426a23ae0145aa7c2d493/-/horizon-files-prod/ed/picture/q9mk8v70/d40a4a30820401b66b19af1afc4da239ee198dc7.jpg"
"1750854663-206","https://www.expat-dakar.com/equipements-pieces?page=10","Pare brise automobile dakar
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        3. mai, 13:44
                                    
                    45 000 F Cfa
                        
                        777125150","https://www.expat-dakar.com/annonce/pare-brise-automobile-dakar-6346886","Détails","Neuf","Médina
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/39c6991176e34b03cc7eeb63efecf108/-/horizon-files-prod/ed/picture/qenr5nx4/bafc274cc59c25038763ab2df7ec8f68bd714c2c.jpg"
"1750854668-207","https://www.expat-dakar.com/equipements-pieces?page=10","Housse Siège Auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. mai, 13:45
                                    
                        773806058","https://www.expat-dakar.com/annonce/housse-siege-auto-6342976","","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/38b31dd03645957ee8621ee40f26bdf4/-/horizon-files-prod/ed/picture/qrzrzw6q/240d6f9da81abefdbc943fcdb8381bc804e5314b.jpg"
"1750854673-208","https://www.expat-dakar.com/equipements-pieces?page=10","Radio android
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. mai, 13:45
                                    
                    1 F Cfa
                        
                        773806058","https://www.expat-dakar.com/annonce/radio-android-6343012","Détails","Neuf","Plateau
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd468e7953b0f44a4fd9682cf8ae9469/-/horizon-files-prod/ed/picture/qm5057jw/a59b3ff4b2cbe395b29eb313711026cc3d4b6aee.jpg"
"1750854678-209","https://www.expat-dakar.com/equipements-pieces?page=10","Radio Android
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. mai, 13:46
                                    
                        773806058","https://www.expat-dakar.com/annonce/radio-android-6342362","","Neuf","Plateau
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41aff437e927a6138dc0eee62d28e7b9/-/horizon-files-prod/ed/picture/qde9eme7/f0279ff7c99c72da78a458e303e2f957d376e27e.jpg"
"1750854682-210","https://www.expat-dakar.com/equipements-pieces?page=10","Aspirateur dépoussiérage/éclairage (Auto & Ordinateur, etc.)
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        5. mai, 17:50
                                    
                    10 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/aspirateur-depoussierageeclairage-auto-ordinateur-etc-5644536","Détails","Neuf","Castor
            
                Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3321c7a1e0bbb730ac36376627d6ac1d/-/horizon-files-prod/ed/picture/qkr5557j/c87435018d07a612dd52244461b5e066a8e11bdb.jpg"
"1750854688-211","https://www.expat-dakar.com/equipements-pieces?page=9","AUTORADIO
                                Neuf
                                                                                    Rufisque,
                                                                                Dakar
                                    
                                        6. mai, 10:30
                                    
                    35 000 F Cfa
                        
                        760214574","https://www.expat-dakar.com/annonce/autoradio-6355612","","Neuf","Rufisque
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/821c46535060b44c956a9ce2f026c638/-/horizon-files-prod/ed/picture/qm50rxnd/695d17bd31a099be9b557be1d36e5f7c0f1f10a2.jpg"
"1750854691-212","https://www.expat-dakar.com/equipements-pieces?page=9","Aspirateur gonfleur 4 en 1 auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. mai, 10:45
                                    
                    35 000 F Cfa
                        
                        776906464","https://www.expat-dakar.com/annonce/aspirateur-gonfleur-4-en-1-auto-2743200","Détails","Neuf","Plateau
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f05b3bb42ba41b18dc88332dbae08828/-/horizon-files-prod/ed/picture/migrated/qzzx7jn/86db580a52d4c9255dbed78b7e403d1c99436230.jpg"
"1750854698-213","https://www.expat-dakar.com/equipements-pieces?page=9","Siège haut de gamme full option - Isofix - 0 à 9ans
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 08:52
                                    
                    72 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/siege-haut-de-gamme-full-option-isofix-0-a-9ans-6278984","Détails","Neuf","Hann maristes
            
                Dakar","72 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b04c94dc340ae5eab73bccc0338054fb/-/horizon-files-prod/ed/picture/qde7pqw2/8574871894651fea8e0fb47698ad27fc57cd233e.jpg"
"1750854701-214","https://www.expat-dakar.com/equipements-pieces?page=9","Crémaillère e46
                                Venant
                                                                                    Thiaroye,
                                                                                Dakar
                                    
                                        7. mai, 15:41
                                    
                    100 F Cfa
                        
                        785463674","https://www.expat-dakar.com/annonce/cremaillere-e46-6358056","Détails","Venant","Thiaroye
            
                Dakar","100 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea38a955ea360e5ed3f1fb4575e56921/-/horizon-files-prod/ed/picture/qm50prd9/4deff7a3deb3cf7ac4b7e0c93208d3007aacee23.jpg"
"1750854709-215","https://www.expat-dakar.com/equipements-pieces?page=9","Gonfleur de Pneu, Compresseur d'air, Connecteur de Valve
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        9. mai, 12:22
                                    
                    15 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/gonfleur-de-pneu-compresseur-dair-connecteur-de-valve-5959769","Détails","Neuf","Castor
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9deaae59bd2597aa74b1a98603379667/-/horizon-files-prod/ed/picture/q0gwd60x/9fe3ec5557fc9cdd7728e240ec158184a19bf78e.jpg"
"1750854717-216","https://www.expat-dakar.com/equipements-pieces?page=9","Gonfleur Pneu Voiture, Compresseur d'air avec lampe
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        16. mai, 10:48
                                    
                    20 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/gonfleur-pneu-voiture-compresseur-dair-avec-lampe-6062457","Détails","Neuf","Castor
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e72e88b76b63bcfd5316df52288e4332/-/horizon-files-prod/ed/picture/qgq9n46m/8d5996fbfbb7eb65bd6ee9bf46724c6281126ca2.jpg"
"1750854723-217","https://www.expat-dakar.com/equipements-pieces?page=9","crics hydrauliques pour roues de voiture
                                Neuf
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        9. mai, 13:12
                                    
                    115 000 F Cfa
                        
                        772391010
                    
                        773041633
                    
                        338357221","https://www.expat-dakar.com/annonce/crics-hydrauliques-pour-roues-de-voiture-6360649","Détails","Neuf","Parcelles Assainies
            
                Dakar","115 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/566670a5297b41fa2f7bcc43fdcf5f8e/-/horizon-files-prod/ed/picture/qng9x06w/25e4464730aec29e1b20003d8b1fc16b7c5808f7.jpg"
"1750854731-218","https://www.expat-dakar.com/equipements-pieces?page=9","Vente de pièces détachées moteur et boite
                                Venant
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        9. mai, 22:40
                                    
                    1 F Cfa
                        
                        783725862
                    
                        761824222","https://www.expat-dakar.com/annonce/vente-de-pieces-detachees-moteur-et-boite-6235165","Détails","Venant","Nord foire
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b8c66fcd205093ec407b6e305c5accf/-/horizon-files-prod/ed/picture/qzvpq55q/0f3d6f31bae169ad134466c0675846d24f77f900.jpg"
"1750854735-219","https://www.expat-dakar.com/equipements-pieces?page=9","Gps de surveillance voiture ou moto - par carte sim et fonction arrêt moteur à distance
                                
                                                                                Dakar
                                    
                                        9. mai, 23:48
                                    
            25 000 F Cfa
        
                    45 000 F Cfa
                        
            Économisez 44.4%
        
                        781340808
                    
                        781859292","https://www.expat-dakar.com/annonce/gps-de-surveillance-voiture-ou-moto-par-carte-sim-et-fonction-arret-moteur-a-distance-2729993","Description","","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b0785f24b5056bf509c6fb46e96a38f/-/horizon-files-prod/ed/picture/migrated/q8pg95z/9e2c2fd546a8a44664b4c247f0962963b70ca32b.jpg"
"1750854738-220","https://www.expat-dakar.com/equipements-pieces?page=9","Ecran Retroviseur Tactile multimédia avec caméra de recul
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        9. mai, 23:52
                                    
            19 000 F Cfa
        
                    22 500 F Cfa
                        
            Économisez 15.6%
        
                        781340808
                    
                        781859292","https://www.expat-dakar.com/annonce/ecran-retroviseur-tactile-multimedia-avec-camera-de-recul-6234687","Détails","Neuf","Hann maristes
            
                Dakar","19 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b718e3541471ebcd158b9d9fecf248c0/-/horizon-files-prod/ed/picture/qzvpq65n/ef0e2486cedecf8e3dbc386d3171654e8c4afd7c.png"
