web-scraper-order,web-scraper-start-url,voiture_link,voiture_link-href,etat,marque,annee,boite_vitesse,adresse,prix,image-src
"1750848434-304","https://www.expat-dakar.com/voitures?page=335","Hyundai Tucson 2020
                                VenantHyundai2020Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        6. avr., 22:09
                                    
                    13 300 000 F Cfa
                        
                        775483835
                    
                        775483835","https://www.expat-dakar.com/annonce/hyundai-tucson-2020-6328922","Venant","Hyundai","2020","Automatique","Cité Damel","13 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a5d293f6fba52a2d5e8d4b14fbc33f3/-/horizon-files-prod/ed/picture/q6xq7vnn/e68289151b3622230ea3adfa96cb57b6786ecbfe.jpg"
"1750848436-305","https://www.expat-dakar.com/voitures?page=335","Buick 2018
                                VenantBuick2018Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        6. avr., 22:46
                                    
                    7 800 000 F Cfa
                        
                        775483835
                    
                        775483835","https://www.expat-dakar.com/annonce/buick-2018-6329148","Venant","Buick","2018","Automatique","Cité Damel","7 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7866c5742535820a6c1e9174183e0197/-/horizon-files-prod/ed/picture/q9mk0nv6/de70a31d084174ce15d6a4f4c06aa08a5e9bc7a5.jpg"
"1750848441-306","https://www.expat-dakar.com/voitures?page=335","Toyota Rav4 2015
                                NeufToyota2015Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        7. avr., 11:36
                                    
                    7 300 000 F Cfa
                        
                        771616780","https://www.expat-dakar.com/annonce/toyota-rav4-2015-6329125","Neuf","Toyota","2015","Automatique","Cité Damel","7 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/18bad11a112616ba77dea4d97e1c6e2d/-/horizon-files-prod/ed/picture/q0gkp96z/a4a93143c0cb2ce663236ec5e57a801d1525c8cd.jpg"
"1750848444-307","https://www.expat-dakar.com/voitures?page=335","Mazda 3 sky active écho
                                D'occasionMazda2012Automatique
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        7. avr., 10:28
                                    
                    3 500 000 F Cfa
                        
                        777891086","https://www.expat-dakar.com/annonce/mazda-3-sky-active-echo-6327771","D'occasion","Mazda","2012","Automatique","Thiès","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/11804e21e6755092477cfc055f19a275/-/horizon-files-prod/ed/picture/qng959mr/539a9ec27200f250ce875e39a8dd35c49682b8b4.png"
"1750848447-308","https://www.expat-dakar.com/voitures?page=335","BMW 328i XDrive 2016
                                VenantBMW2016Automatique
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        7. avr., 10:34
                                    
                    9 000 000 F Cfa
                        
                        785392750
                    
                        778608626","https://www.expat-dakar.com/annonce/bmw-328i-xdrive-2016-6329352","Venant","BMW","2016","Automatique","Hlm","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d9f686ec29f7442a2145bcb2a111431/-/horizon-files-prod/ed/picture/q8vm0g56/7e511709202ec21d828fcee2e21c4d55dccdeadd.jpg"
"1750848460-309","https://www.expat-dakar.com/voitures?page=335","Toyota Hilux 2015
                                D'occasionToyota2015Automatique
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        7. avr., 10:44
                                    
                    16 000 000 F Cfa
                        
                        772238642","https://www.expat-dakar.com/annonce/toyota-hilux-2015-6329365","D'occasion","Toyota","2015","Automatique","Liberte 6 extension","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a85644e521234014ce884bc81dcb5867/-/horizon-files-prod/ed/picture/qzv82xpx/42238bc85f1c2bb6cd0a3b610a203ceee5da5d0d.jpg"
"1750848463-310","https://www.expat-dakar.com/voitures?page=335","TOYOTA RAV4 2018
                                D'occasionToyota2018Automatique
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        7. avr., 11:11
                                    
                    9 200 000 F Cfa
                        
                        771341824
                    
                        771341824","https://www.expat-dakar.com/annonce/toyota-rav4-2018-6329412","D'occasion","Toyota","2018","Automatique","Liberte 6","9 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/362e80be8f65e4539a68859ff97d4c2a/-/horizon-files-prod/ed/picture/qm50mn69/f0fe12ec06f22a06d52d5ba8626226b87698c8a2.jpg"
"1750848466-311","https://www.expat-dakar.com/voitures?page=335","Peugeot 3008 2022
                                D'occasionPeugeot2022Automatique
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        14. mai, 12:16
                                    
                    16 000 000 F Cfa
                        
                        776592891","https://www.expat-dakar.com/annonce/peugeot-3008-2022-6323994","D'occasion","Peugeot","2022","Automatique","Mermoz","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/94211172df4e6c349ac31fb7b398a43c/-/horizon-files-prod/ed/picture/qwepqdzg/c15358df8c1e4ca0dc5e68b674a86d79c3708947.jpg"
"1750848471-312","https://www.expat-dakar.com/voitures?page=334","MERCEDES GLC 300 2018
                                VenantMercedes-Benz2018Automatique
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        7. avr., 11:41
                                    
                    15 000 000 F Cfa
                        
                        771341824
                    
                        771341824","https://www.expat-dakar.com/annonce/mercedes-glc-300-2018-6329454","Venant","Mercedes-Benz","2018","Automatique","Liberte 6","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1572072840df21276a1e0386feb3ab1/-/horizon-files-prod/ed/picture/qrzr27j5/0ea53a9730d4148511052d9f1fe9b29936ef6fbf.jpg"
"1750848474-313","https://www.expat-dakar.com/voitures?page=334","Toyota chr
                                VenantToyota2017Manuelle
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        5. avr., 09:08
                                    
                    9 950 000 F Cfa
                        
                        775540649
                    
                        770927178
                    
                        778721014","https://www.expat-dakar.com/annonce/toyota-chr-6327932","Venant","Toyota","2017","Manuelle","Almadies","9 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa4bb186c3d43eb169d5da838477805c/-/horizon-files-prod/ed/picture/qrzr2nrn/54eeaff9165dfeaff62a268fe2360f3e161849cc.jpg"
"1750848477-314","https://www.expat-dakar.com/voitures?page=334","FORD ESCAPE SE 2016
                                VenantFord2016Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        7. avr., 12:45
                                    
                    6 500 000 F Cfa
                        
                        776913661
                    
                        776316995
                    
                        763010913","https://www.expat-dakar.com/annonce/ford-escape-se-2016-6313163","Venant","Ford","2016","Automatique","Cité Damel","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3de59e780b9495959ae4dbb87fe9900/-/horizon-files-prod/ed/picture/q56dmen7/08197188c0a369562f955b22d854a0bf629494de.jpg"
"1750848489-315","https://www.expat-dakar.com/voitures?page=334","CHEVROLET EQUINOX 2019
                                VenantChevrolet2019Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        7. avr., 12:48
                                    
                    10 000 000 F Cfa
                        
                        776913661
                    
                        776316995
                    
                        763010913","https://www.expat-dakar.com/annonce/chevrolet-equinox-2019-6314632","Venant","Chevrolet","2019","Automatique","Cité Damel","10 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23132ec200583d8c0c9cbb35a5a8687f/-/horizon-files-prod/ed/picture/qrz8d2xx/e1d777dbfefa11602e088efb4906b6c67f66ac12.jpg"
"1750848492-316","https://www.expat-dakar.com/voitures?page=334","Range Rover Velar R dynamic 2018
                                VenantRange Rover2018Automatique
                                                                                    VDN,
                                                                                Dakar
                                    
                                        7. avr., 12:50
                                    
                    32 000 000 F Cfa
                        
                        778169439
                    
                        778169439","https://www.expat-dakar.com/annonce/range-rover-velar-r-dynamic-2018-6329510","Venant","Range Rover","2018","Automatique","VDN","32 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/296ff48df155dcadc21d7b1923c51cdd/-/horizon-files-prod/ed/picture/qrzr2702/32072e9c85710193cd8e24b05183a5a80e7dd6fd.jpg"
"1750848494-317","https://www.expat-dakar.com/voitures?page=334","Range Rover évoque 2017
                                VenantRange Rover2017Automatique
                                                                                    VDN,
                                                                                Dakar
                                    
                                        7. avr., 12:58
                                    
                    14 500 000 F Cfa
                        
                        778169439
                    
                        778169439","https://www.expat-dakar.com/annonce/range-rover-evoque-2017-6329523","Venant","Range Rover","2017","Automatique","VDN","14 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c9c8160b4c35b663c02803d0a069d50/-/horizon-files-prod/ed/picture/q78jvgmd/4b15839060d072c3969617f1b975d205a02e039f.jpg"
"1750848500-318","https://www.expat-dakar.com/voitures?page=333","Dodge journey 2012
                                D'occasionDodge2012Automatique
                                                                                    VDN,
                                                                                Dakar
                                    
                                        7. avr., 14:13
                                    
                    3 700 000 F Cfa
                        
                        777420028","https://www.expat-dakar.com/annonce/dodge-journey-2012-6329613","D'occasion","Dodge","2012","Automatique","VDN","3 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3aef52d39e90766ab672426321e83f6b/-/horizon-files-prod/ed/picture/qgqm58rr/6a106fbec0ea16b738cbd4b9397aecc706b11518.jpg"
"1750848503-319","https://www.expat-dakar.com/voitures?page=333","Citroën Berlingo  3 place 2017
                                D'occasionCitroen2017Manuelle
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        7. avr., 14:20
                                    
                    4 500 000 F Cfa
                        
                        774833971
                    
                        778399390","https://www.expat-dakar.com/annonce/citroen-berlingo-3-place-2017-6329618","D'occasion","Citroen","2017","Manuelle","Hlm grand-yoff","4 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cefdba02ffa5ef4738b0c60b1c8c5622/-/horizon-files-prod/ed/picture/qde9rnq5/4e9dd86626ff02c7fe340b775978667b03612711.jpg"
"1750848507-320","https://www.expat-dakar.com/voitures?page=333","KIA TELLURIDE EX 2020
                                VenantKia2020Automatique
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        7. avr., 14:27
                                    
                    27 000 000 F Cfa
                        
                        776373204","https://www.expat-dakar.com/annonce/kia-telluride-ex-2020-6329413","Venant","Kia","2020","Automatique","Nord foire","27 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3401646bd4b0946d7afeec89a385bdd8/-/horizon-files-prod/ed/picture/qgqm58pk/34ffba9eb185c09730f141af60a5e0aa2b53cd48.jpg"
"1750848509-321","https://www.expat-dakar.com/voitures?page=333","BMW Série 1 2019
                                D'occasionBMW2019Automatique
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        7. avr., 14:32
                                    
                    25 000 000 F Cfa
                        
                        772692914","https://www.expat-dakar.com/annonce/bmw-serie-1-2019-6317230","D'occasion","BMW","2019","Automatique","Almadies","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d450174e9a567e303453cd5c30b428b6/-/horizon-files-prod/ed/picture/q8v4qpz6/064aa629a1e5589d770f8698cc6d5b7cd717fb29.jpg"
"1750848521-322","https://www.expat-dakar.com/voitures?page=333","Toyota land cruiser VX
                                D'occasionToyota2021Automatique
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        7. avr., 14:33
                                    
                    39 000 000 F Cfa
                        
                        776601366","https://www.expat-dakar.com/annonce/toyota-land-cruiser-vx-6329644","D'occasion","Toyota","2021","Automatique","Sacré-cœur","39 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c37e26a5a51a9d67147fa3739fb430f/-/horizon-files-prod/ed/picture/q6xq7596/0e29a38270b61a72a9562f4f67f00bae80510f35.jpg"
"1750848525-323","https://www.expat-dakar.com/voitures?page=333","Ford ranger wildtrak
                                D'occasionFord2020Automatique
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        7. avr., 14:43
                                    
                    20 500 000 F Cfa
                        
                        776601366","https://www.expat-dakar.com/annonce/ford-ranger-wildtrak-6329659","D'occasion","Ford","2020","Automatique","Sacré-cœur","20 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d89eb904d5906b87f0b202c8d198640/-/horizon-files-prod/ed/picture/qj46mzee/3138230fd4a1ebab74be9ef1bd9f4c3f3973330e.jpg"
"1750848528-324","https://www.expat-dakar.com/voitures?page=333","Ford fusion 2018
                                RéconditionnéFord2018Automatique
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        7. avr., 14:54
                                    
                    5 000 000 F Cfa
                        
                        776338504
                    
                        776397474","https://www.expat-dakar.com/annonce/ford-fusion-2018-6314597","Réconditionné","Ford","2018","Automatique","Sacré-cœur","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cafd8a7fe5ec3b53bb664435adb237aa/-/horizon-files-prod/ed/picture/q44nej98/51a285857e9caf20d8807e9c93bc2c155f54ce70.jpg"
"1750848531-325","https://www.expat-dakar.com/voitures?page=333","Ford Mustang
                                D'occasionFord2013Manuelle
                                                                                    Autres,
                                                                                Autres
                                    
                                        7. avr., 14:55
                                    
                    20 000 000 F Cfa
                        
                        779029222","https://www.expat-dakar.com/annonce/ford-mustang-6318930","D'occasion","Ford","2013","Manuelle","Autres","20 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ecb4be7cca441b38d121bf65b17bfeed/-/horizon-files-prod/ed/picture/q8v4qgrz/9191e1b3297441e1bf2bf9bfa166ab7b8e60b0bc.jpg"
"1750848534-326","https://www.expat-dakar.com/voitures?page=333","BMW 328i XDRIVE
                                VenantBMW2016Automatique
                                                                                    Golf,
                                                                                Dakar
                                    
                                        7. avr., 15:39
                                    
                    9 000 000 F Cfa
                        
                        771373433","https://www.expat-dakar.com/annonce/bmw-328i-xdrive-6329719","Venant","BMW","2016","Automatique","Golf","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcc3045b5f2281d5f93c6b7bbbbb8e53/-/horizon-files-prod/ed/picture/q56pwgm5/80ddf8e053752e49f47fc6210edb1278ea356ede.jpg"
"1750848537-327","https://www.expat-dakar.com/voitures?page=333","Ford Escape 2.0
                                D'occasionFord2016Automatique
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        12. mai, 12:11
                                    
                    3 950 000 F Cfa
                        
                        781952263
                    
                        338241697","https://www.expat-dakar.com/annonce/ford-escape-20-6329779","D'occasion","Ford","2016","Automatique","Dieuppeul","3 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/065194d9587a1ee3151ee00be50a0943/-/horizon-files-prod/ed/picture/qgqm5zqm/07931ec89b43f20f09cddc174fc1fe54e4110464.jpg"
"1750848552-328","https://www.expat-dakar.com/voitures?page=332","HYUNDAI TUCSON EVGT 2016
                                D'occasionHyundai2016Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        7. avr., 17:30
                                    
                    8 100 000 F Cfa
                        
                        776913661
                    
                        776316995
                    
                        763010913","https://www.expat-dakar.com/annonce/hyundai-tucson-evgt-2016-6328640","D'occasion","Hyundai","2016","Automatique","Cité Damel","8 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b27a1523bc2d7fe763626a4b7ce4d7fe/-/horizon-files-prod/ed/picture/qde9rdq4/af4433ee3b92b58766ea9bf059bf552413ba0c90.jpg"
"1750848557-329","https://www.expat-dakar.com/voitures?page=332","Hyundai tucson 2017
                                D'occasionHyundai2017Automatique
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        7. avr., 17:43
                                    
                    10 800 000 F Cfa
                        
                        771026605
                    
                        775109300","https://www.expat-dakar.com/annonce/hyundai-tucson-2017-6329817","D'occasion","Hyundai","2017","Automatique","Point-e","10 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b48f995958d18ad55337843d928001f0/-/horizon-files-prod/ed/picture/q2jkz5rp/61c1afc2cf4bfcdbe05f2dfe305df92f65629c82.jpg"
"1750848559-330","https://www.expat-dakar.com/voitures?page=332","Kia Sportage 2016
                                D'occasionKia2016Automatique
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        7. avr., 17:45
                                    
                    11 700 000 F Cfa
                        
                        771026605
                    
                        775109300","https://www.expat-dakar.com/annonce/kia-sportage-2016-6329821","D'occasion","Kia","2016","Automatique","Point-e","11 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c84abb472d226ea29cb40ee99f023fef/-/horizon-files-prod/ed/picture/qzv82edd/fec44bed2179c0c4057cfa256f5907ce4c14fbe3.jpg"
"1750848562-331","https://www.expat-dakar.com/voitures?page=332","Jeep Grand Cherokee 2014
                                D'occasionJeep2014Automatique
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        7. avr., 18:27
                                    
                                            Vendeur vérifié
                                        
                    10 500 000 F Cfa
                        
                        775441821
                    
                        775775673","https://www.expat-dakar.com/annonce/jeep-grand-cherokee-2014-6329843","D'occasion","Jeep","2014","Automatique","Sicap foire","10 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0eff0c4657c7a34bdc36a24fd4a1364a/-/horizon-files-prod/ed/picture/qzv82epd/cda0f460c10b357c56239410e2f1da6b5ed06027.jpg"
"1750848567-332","https://www.expat-dakar.com/voitures?page=332","Hyundai sonata 2012
                                D'occasionHyundai2012Automatique
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        7. avr., 19:06
                                    
                    2 350 000 F Cfa
                        
                        773823030","https://www.expat-dakar.com/annonce/hyundai-sonata-2012-6323130","D'occasion","Hyundai","2012","Automatique","Yoff","2 350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b6b15a496f6049cf0fe8549ab188253c/-/horizon-files-prod/ed/picture/q8v4q6k0/3edb1aac66ed69aa586dd51b84549aa08ec9accf.jpg"
"1750848570-333","https://www.expat-dakar.com/voitures?page=332","Jeep Cherokee 2016
                                VenantJeep2016Automatique
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        8. avr., 11:50
                                    
                    7 500 000 F Cfa
                        
                        775359256","https://www.expat-dakar.com/annonce/jeep-cherokee-2016-6326090","Venant","Jeep","2016","Automatique","Parcelles Assainies","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/167686cc76b45314df7ea69fafb5da08/-/horizon-files-prod/ed/picture/qv4dmpz5/05432cd7d3fe41c971dd37ddd4cc5dfa2ba84df2.jpg"
"1750848582-334","https://www.expat-dakar.com/voitures?page=332","2022 Jeep Grand Cherokee Summit
                                NeufJeep2022Automatique
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        14. mai, 12:13
                                    
                    49 000 000 F Cfa
                        
                        779516527","https://www.expat-dakar.com/annonce/2022-jeep-grand-cherokee-summit-6301001","Neuf","Jeep","2022","Automatique","Sicap Sacré-cœur","49 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdce89a6983ec3f2d76456af562924c4/-/horizon-files-prod/ed/picture/q78we6d5/b5870d2892da279f34db28b3b4b686fa08cb10d7.jpg"
"1750848587-335","https://www.expat-dakar.com/voitures?page=332","Hyundai Kona 2020
                                VenantHyundai2020
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        8. avr., 00:19
                                    
                    13 000 000 F Cfa
                        
                        774965311","https://www.expat-dakar.com/annonce/hyundai-kona-2020-6310035","Venant","Hyundai","2020","","Liberte 6 extension","13 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/262684689518c8d3cdd5f3a26beed932/-/horizon-files-prod/ed/picture/qgqwvkme/4f9cee45b83fe4e44b4cabcece366d253ff88ed4.jpg"
"1750848593-336","https://www.expat-dakar.com/voitures?page=331","Mazda cx5 gt 2018
                                VenantMazda2018Automatique
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        8. avr., 01:40
                                    
                    12 500 000 F Cfa
                        
                        775483835
                    
                        775483835","https://www.expat-dakar.com/annonce/mazda-cx5-gt-2018-6330075","Venant","Mazda","2018","Automatique","Cité Damel","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5dd5aec87f646212b7f3c6098fae62ac/-/horizon-files-prod/ed/picture/q445j7w9/e980bf91e2e9878934891a71e6d25501d3c792d3.jpg"
"1750848597-337","https://www.expat-dakar.com/voitures?page=331","MERCEDES GLA 250 2016
                                VenantMercedes-Benz2016Automatique
                                                                                    Sicap baobab,
                                                                                Dakar
                                    
                                        25. mai, 16:04
                                    
                    9 990 000 F Cfa
                        
                        775094232","https://www.expat-dakar.com/annonce/mercedes-gla-250-2016-6329966","Venant","Mercedes-Benz","2016","Automatique","Sicap baobab","9 990 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/40313a0df830c9c535e71c5a4552a2a6/-/horizon-files-prod/ed/picture/q6xq7z5j/7dfdbe085883f29b188b717cc32608b7b0252963.jpg"
"1750848600-338","https://www.expat-dakar.com/voitures?page=331","Ford explorer
                                NeufFord2014
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        8. avr., 09:49
                                    
                    5 800 000 F Cfa
                        
                        786354307","https://www.expat-dakar.com/annonce/ford-explorer-6330072","Neuf","Ford","2014","","Parcelles Assainies","5 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ddfad412cb9638abd68a6b16f5eae87/-/horizon-files-prod/ed/picture/qwermj05/ecdb0031a51263d6c7ae5187d5fcf3ec4d746bda.jpg"
"1750848612-339","https://www.expat-dakar.com/voitures?page=331","BMW X3 2017
                                VenantBMW2017Automatique
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        8. avr., 11:13
                                    
                                            Vendeur vérifié
                                        
                    16 000 000 F Cfa
                        
                        775441821
                    
                        775775673","https://www.expat-dakar.com/annonce/bmw-x3-2017-6330385","Venant","BMW","2017","Automatique","Sicap foire","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f6af5120a7791cb3284f6e338e3920f/-/horizon-files-prod/ed/picture/q56pw590/3132fc31d2d5bbc6b5654f30ba9641a85a181124.jpg"
"1750848616-340","https://www.expat-dakar.com/voitures?page=331","Ford Fusion a vendre
                                D'occasionFord2017Automatique
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        8. avr., 14:56
                                    
                    5 500 000 F Cfa
                        
                        781329853","https://www.expat-dakar.com/annonce/ford-fusion-a-vendre-6330082","D'occasion","Ford","2017","Automatique","Ouakam","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c03ebeeaec2769da216138cd821a4b2/-/horizon-files-prod/ed/picture/qpdgp29p/8af8786cc1e6d259c95bd49e87fc28a16c57e1f5.jpg"
"1750848619-341","https://www.expat-dakar.com/voitures?page=331","Peugeot 3008
                                VenantPeugeot2018Automatique
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        mardi, 21:18
                                    
                    12 500 000 F Cfa
                        
                        778467681","https://www.expat-dakar.com/annonce/peugeot-3008-6330417","Venant","Peugeot","2018","Automatique","Hann maristes","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5694669e61e8d3e23edb764518cc1d74/-/horizon-files-prod/ed/picture/q2jkzdwk/bd6224c0765a22d38db936294692010baa7ee81c.jpg"
"1750848622-342","https://www.expat-dakar.com/voitures?page=331","Renault Samsung XM3 2020
                                VenantRenault2020Automatique
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        8. avr., 12:09
                                    
                    12 000 000 F Cfa
                        
                        786652786","https://www.expat-dakar.com/annonce/renault-samsung-xm3-2020-6328633","Venant","Renault","2020","Automatique","Liberte 6","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5357ae20077373a27a7e5435ed1a8413/-/horizon-files-prod/ed/picture/qxj8dwm2/6d2a49d13cc97dda6a53603e4af652f12887bb74.jpg"
"1750848626-343","https://www.expat-dakar.com/voitures?page=331","Bmw X6 2013 full option
                                D'occasionBMW2013Automatique
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        8. avr., 12:46
                                    
                    3 950 000 F Cfa
                        
                        777945547","https://www.expat-dakar.com/annonce/bmw-x6-2013-full-option-6330495","D'occasion","BMW","2013","Automatique","Point-e","3 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/289d83292f0281b2eba6ba05d8eff02f/-/horizon-files-prod/ed/picture/qq4zqvve/79c6f2ec5a288b3e05b292f709d91b835ea075d5.jpg"
"1750848628-344","https://www.expat-dakar.com/voitures?page=331","Ford escape 2010
                                D'occasionFord2010Automatique
                                                                                    VDN,
                                                                                Dakar
                                    
                                        8. avr., 13:06
                                    
                    4 400 000 F Cfa
                        
                        777420028","https://www.expat-dakar.com/annonce/ford-escape-2010-6330521","D'occasion","Ford","2010","Automatique","VDN","4 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8232da90cdb6e9421fe91905df80226/-/horizon-files-prod/ed/picture/qzv8265g/d17e33541e66bb7201cb59c6257f68dba7f42a6b.jpg"
"1750848648-345","https://www.expat-dakar.com/voitures?page=330","Jeep Cherokee 2011
                                D'occasionJeep2011Automatique
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        8. avr., 13:21
                                    
                    6 500 000 F Cfa
                        
                        776454060","https://www.expat-dakar.com/annonce/jeep-cherokee-2011-6330535","D'occasion","Jeep","2011","Automatique","Yoff","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/621c311436700493a9ca99887851e96d/-/horizon-files-prod/ed/picture/qgqm50kk/d13ec4f3922f3cbf17c705a967bb2e7374a1be63.jpg"
"1750848651-346","https://www.expat-dakar.com/voitures?page=330","Toyota Venza 2013
                                D'occasionToyota2013Automatique
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        8. avr., 13:28
                                    
                    2 500 000 F Cfa
                        
                        776454060","https://www.expat-dakar.com/annonce/toyota-venza-2013-6330542","D'occasion","Toyota","2013","Automatique","Yoff","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b2dccb82b8d55aaa671f63f9c965982/-/horizon-files-prod/ed/picture/qenrd7m6/6b0d1bda73f397ad52a324a6ff5aad7c693cf3f9.jpg"
"1750848654-347","https://www.expat-dakar.com/voitures?page=330","Ford escape 2020
                                VenantFord2020Automatique
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        8. avr., 13:48
                                    
                    13 500 000 F Cfa
                        
                        709648130","https://www.expat-dakar.com/annonce/ford-escape-2020-6307320","Venant","Ford","2020","Automatique","Gibraltar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/50d6f21d06f2b88cff049300fd9cae5d/-/horizon-files-prod/ed/picture/qenv6pzx/8f258f17e960b26e5c7655c48664945c60a6403d.jpg"
"1750848657-348","https://www.expat-dakar.com/voitures?page=330","GLB 250
                                RéconditionnéMercedes-Benz2023Automatique
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        18. avr., 19:03
                                    
                    40 000 000 F Cfa
                        
                        761816714","https://www.expat-dakar.com/annonce/glb-250-6327029","Réconditionné","Mercedes-Benz","2023","Automatique","Sicap Sacré-cœur","40 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/218a9c136608ec829aace621c9ed04b1/-/horizon-files-prod/ed/picture/qq4zq25z/e506715ccc95e7a93038a96ed440b346480f135d.jpg"
